Наименование сделки,Курс юаня,Курс $,Наименование,Количество заказанных позиций,Цена в юанях,Масса товара,Source File
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Подшипник ступицы переднего моста 421-22-52850 OEM,13.0,1508.0,4.69,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Регулировочная прокладка 0.5мм 421-22-31490 Не доступен к заказу,6.0,0.0,0.0,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Сателлит заднего моста 421-23-32530 OEM,24.0,5800.0,4.75,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Подшипник сателлита заднего моста 421-23-32810 Оригинал,13.0,512.4,0.68,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Вал сателлита заднего моста 421-23-32511 Оригинал,24.0,1059.45,1.27,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Сальник центрального редуктора 421-22-31761 Оригинал,4.0,1239.4,0.5,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Дюрит трансмиссии 07260-05825 OEM,4.0,54.0,1.3,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Уплотнение пальца 423-46-42330 OEM,4.0,319.0,0.55,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Уплотнение балансира 421-46-37160 OEM,3.0,392.0,0.04,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Втулка балансира 421-46-37140 OEM,5.0,2175.0,0.34,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Уплотнение балансира 421-46-37170 OEM,5.0,928.0,0.06,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Уплотнение балансира 419-46-12480 OEM,1.0,522.0,0.1,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Радиатор отопителя кабины AN51141-10431 Оригинал,4.0,2345.7,0.74,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Замок зажигания 08086-20100 OEM,2.0,60.75,0.37,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Втулка гидроцилиндра подъема стрелы 707-76-11030 OEM,12.0,493.0,2.0,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Втулка гидроцилиндра ковша 707-76-12030 OEM,8.0,290.0,2.14,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,РК клапанов КПП 714-07-05140 Оригинал,2.0,1562.4,0.06,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Седло 6162-13-1322 OEM,2.0,707.94,0.2,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Клапан головки цилиндров 6164-41-4211 OEM,12.0,821.06,0.3,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,6162-43-4430 тарелка пружины нижняя OEM,24.0,40.5,0.025,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Тарелка пружины верх 6162-43-4510 OEM,24.0,40.5,0.07,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Сухарь распорный 6240-41-4520 OEM,50.0,16.85,0.02,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Уплотнение форсунки 6162-13-8181 OEM,12.0,198.45,0.1,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Прокладка под воздушный коллектор 6162-13-4141 OEM,2.0,40.5,0.1,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,О-кольцо 02895-67081 Оригинал,4.0,110.25,0.015,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Гильза блока цилиндров 6162-25-2210 OEM,12.0,513.0,15.0,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,О-Кольцо Гильзы 6162-23-2220 OEM,7.0,47.25,0.02,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Форсунка охлаждения 6261-21-1840 Не доступен к заказу,7.0,0.0,0.0,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,6162-33-6102 распредшестерня в сборе Оригинал,1.0,3838.8,6.44,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,6162-23-6302 шестерня в сборе Не доступен к заказу,1.0,0.0,0.0,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,6162-33-6331 шестерня Оригинал,1.0,3136.35,1.8,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Прокладка под кожух маховика 6127-21-4815 OEM,2.0,47.25,0.2,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Поршень 6162-35-2120 OEM,6.0,2398.0,11.0,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,6162-33-5322 болт крепления демпфера Оригинал,6.0,79.8,0.35,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Винт коромысла 6127-41-5445 Оригинал,12.0,267.75,0.05,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Гайка 6127-41-5431 Оригинал,12.0,56.7,0.2,Лист1(20)
"Order-4993, Festo DFPI-200-650-ND2P-E-NB3 Линейный привод 5092508",14.0,100.0,Коленвал в сборе 6162-33-1201 OEM,1.0,14850.0,250.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,"рукав 17М-49-41271, Оригинал",1.0,1304.86,2.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Компенсатор 942159 Compensator PVB 29 (932962),5.0,750.0,5.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,195-09-18270 подшипник OEM,2.0,810.0,2.6,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Уплотнение балансира 419-46-12480 OEM,1.0,522.0,0.1,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Втулка балансира 421-46-37120 OEM,5.0,1102.0,0.28,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Сердцевина радиатора 195-03-63114 OEM,1.0,4688.0,33.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Контроллер 7831-48-4108 Не доступен к заказу,1.0,0.0,0.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Дюрит гидросистемы 07260-04732 OEM,2.0,60.75,0.17,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Насос вспомогательный 704-30-40140 Оригинал,1.0,20407.8,21.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Манжет амортизатора 56B-84-3B820 Оригинал,10.0,718.41,0.04,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Подушка кузова амортизирующая 56В-74-11410 Оригинал,10.0,3395.7,6.5,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Пружина балансира 56В-50-12317 Оригинал,6.0,16619.4,45.9,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,"Фитинг, Переборочный фитинг SV12SOMD CF",832.0,53.0,0.01,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Шестеренные насосы в алюминиевом корпусе PGP511A0190CS1D4NJ7J5B1B1,5.0,2400.0,4.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Ступица 56В-22-32340 Оригинал,1.0,19744.2,17.2,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Солнечная шестерня 56В-27-32421 Оригинал,4.0,3676.05,2.46,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Крестовина 56В-20-32110 OEM,8.0,222.75,0.1,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Болт крепления крестовины 566-20-41220 OEM,50.0,72.5,0.1,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Крестовина 421-20-33621 OEM,3.0,391.5,6.5,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Планетарная пара редуктора среднего моста 56В-23-31300 Не доступен к заказу,1.0,0.0,0.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Подшипник редуктора среднего моста 425-20-15720 OEM,2.0,437.0,1.42,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Вал редуктора среднего моста 56В-23-16540 Оригинал,1.0,12552.75,6.2,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Распорная втулка 56В-23-16830 Оригинал,2.0,680.4,0.47,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Вал редуктора среднего моста 56В-23-36570 Оригинал,1.0,15736.35,12.8,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Держатель 56С-23-16470 Оригинал,1.0,351.12,0.1,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Подшипник 56С-2316430 Оригинал,4.0,927.15,0.65,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Солнечная Шестерня 56В-22-32421 Оригинал,5.0,3749.55,2.46,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Полуось 56В-22-32410 Оригинал,2.0,11364.15,33.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Сальник бортового редуктора заднего моста 56С-22-19460 Оригинал,14.0,2054.75,0.6,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Гидромотор вентилятора 708-7Р-00030 Не доступен к заказу,1.0,0.0,0.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Клапан редукционный в сборе 709-90-53600 Оригинал,2.0,3711.75,0.85,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Корпус тормозного фильтра в сборе 569-43-83911 Оригинал,2.0,3990.0,3.1,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Клапан тормозной системы 56D-43-37101 Оригинал,2.0,15225.0,11.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,гидроаккумулятор в сборе 721-32-10А21 Оригинал,3.0,12162.15,18.9,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Поршень 721-36-10060 Оригинал,1.0,1284.15,0.79,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Датчик давления энергоаккумулятора 7861-93-1890 OEM,4.0,63.45,0.09,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Подшипник сочленения 56D-46-13460 Оригинал,1.0,20395.2,31.3,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Втулка износа гидроцилиндра руления 707-52-90461 OEM,11.0,10.8,0.15,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Труба линии выхлопа 56B-02-3A712 Не доступен к заказу,2.0,0.0,0.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Стеклоочиститель передний 56D-54-33210 Оригинал,2.0,601.65,0.42,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Стеклоочиститель задний 56Е-54-23360 Оригинал,2.0,490.35,0.24,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Клапан тормозной системы 56С-43-11100 Оригинал,1.0,12759.6,8.5,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Радиатор отопителя ND116420-7450 OEM,1.0,128.25,1.12,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Электромотор отопителя ND116360-0030 OEM,2.0,141.75,1.92,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Контроллер 7831-48-4108 Не доступен к заказу,1.0,0.0,0.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Фильтр подогрева 17М-01-49670 Оригинал,10.0,1228.5,0.06,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Втулка 566-50-71230 Оригинал,2.0,5528.25,0.36,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Манжет амортизатора 56B-84-3B820 Оригинал,10.0,718.41,0.04,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Подушка кузова амортизирующая 56В-74-11410 Оригинал,10.0,3395.7,6.5,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Пружина балансира 56В-50-12317 Оригинал,6.0,16619.4,45.9,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Сердцевина радиатора 56В-03-51101 Не доступен к заказу,1.0,0.0,0.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,РК клапанов КПП 56В-15-05120 Не доступен к заказу,2.0,0.0,0.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Комплект резиновых прокладок 56В-15-05110 Не доступен к заказу,2.0,0.0,0.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,РК гидроцилиндра руления 721-98-00720 OEM,6.0,375.0,0.5,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Втулка износа гидроцилиндра руления 707-52-90461 OEM,7.0,10.8,0.15,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Ремкомплект гидроцилиндра подъёма кузова 707-98-00550 Не доступен к заказу,6.0,0.0,0.0,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Головка блока цилиндров 6151-11-1100 OEM,2.0,810.0,13.6,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Седло клапана впускного 6251-11-1380 OEM,24.0,6.75,0.05,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Тарелка пружины клапана 6150-41-4510 OEM,24.0,13.5,0.03,Лист1(20)
"Order-4999, №228 модуль 275 очень срочно!",14.02,100.0,Коленвал в сборе 6151-35-1010 OEM,1.0,4185.0,130.0,Лист1(20)
